id;value;parent
5072;Bustillo de la Vega;34
5073;Bustillo del Páramo de Carrión;34
5074;Calahorra de Boedo;34
5075;Calzada de los Molinos;34
5076;Capillas;34
5077;Cardeñosa de Volpejera;34
5078;Carrión de los Condes;34
5079;Castil de Vela;34
5080;Castrejón de la Peña;34
5081;Castrillo de Don Juan;34
5082;Castrillo de Onielo;34
5083;Castrillo de Villavega;34
5084;Castromocho;34
5085;Cervatos de la Cueza;34
5086;Cervera de Pisuerga;34
5087;Cevico de la Torre;34
5088;Cevico Navero;34
5089;Cisneros;34
5090;Cobos de Cerrato;34
5091;Collazos de Boedo;34
5092;Congosto de Valdavia;34
5093;Cordovilla la Real;34
5094;Cubillas de Cerrato;34
5095;Dehesa de Montejo;34
5096;Dehesa de Romanos;34
5097;Dueñas;34
5098;Espinosa de Cerrato;34
5099;Espinosa de Villagonzalo;34
5100;Frechilla;34
5101;Fresno del Río;34
5102;Frómista;34
5103;Fuentes de Nava;34
5104;Fuentes de Valdepero;34
5105;Grijota;34
5106;Guardo;34
5107;Guaza de Campos;34
5108;Hérmedes de Cerrato;34
5109;Herrera de Pisuerga;34
5110;Herrera de Valdecañas;34
5111;Hontoria de Cerrato;34
5112;Hornillos de Cerrato;34
5113;Husillos;34
5114;Itero de la Vega;34
5115;Lagartos;34
5116;Lantadilla;34
5117;Ledigos;34
5118;Loma de Ucieza;34
5119;Lomas;34
5120;Magaz de Pisuerga;34
5121;Manquillos;34
5122;Mantinos;34
5123;Marcilla de Campos;34
5124;Mazariegos;34
5125;Mazuecos de Valdeginate;34
5126;Melgar de Yuso;34
5127;Meneses de Campos;34
5128;Micieces de Ojeda;34
5129;Monzón de Campos;34
5130;Moratinos;34
5131;Mudá;34
5132;Nogal de las Huertas;34
5133;Olea de Boedo;34
5134;Olmos de Ojeda;34
5135;Osornillo;34
5136;Osorno la Mayor;34
5137;Palencia;34
5138;Palenzuela;34
5139;Páramo de Boedo;34
5140;Paredes de Nava;34
5141;Payo de Ojeda;34
5142;Pedraza de Campos;34
5143;Pedrosa de la Vega;34
5144;Perales;34
5145;Pernía, La;34
5146;Pino del Río;34
5147;Piña de Campos;34
5148;Población de Arroyo;34
5149;Población de Campos;34
5150;Población de Cerrato;34
5151;Polentinos;34
5152;Pomar de Valdivia;34
5153;Poza de la Vega;34
5154;Pozo de Urama;34
5155;Prádanos de Ojeda;34
5156;Puebla de Valdavia, La;34
5157;Quintana del Puente;34
5158;Quintanilla de Onsoña;34
5159;Reinoso de Cerrato;34
5160;Renedo de la Vega;34
5161;Requena de Campos;34
5162;Respenda de la Peña;34
5163;Revenga de Campos;34
5164;Revilla de Collazos;34
5165;Ribas de Campos;34
5166;Riberos de la Cueza;34
5167;Saldaña;34
5168;Salinas de Pisuerga;34
5169;San Cebrián de Campos;34
5170;San Cebrián de Mudá;34
5171;San Cristóbal de Boedo;34
5172;San Mamés de Campos;34
5173;San Román de la Cuba;34
5174;Santa Cecilia del Alcor;34
5175;Santa Cruz de Boedo;34
5176;Santervás de la Vega;34
5177;Santibáñez de Ecla;34
5178;Santibáñez de la Peña;34
5179;Santoyo;34
5180;Serna, La;34
5181;Soto de Cerrato;34
5182;Sotobañado y Priorato;34
5183;Tabanera de Cerrato;34
5184;Tabanera de Valdavia;34
5185;Támara de Campos;34
5186;Tariego de Cerrato;34
5187;Torquemada;34
5188;Torremormojón;34
5189;Triollo;34
5190;Valbuena de Pisuerga;34
5191;Valdeolmillos;34
5192;Valderrábano;34
5193;Valde-Ucieza;34
5194;Valle de Cerrato;34
5195;Valle del Retortillo;34
5196;Velilla del Río Carrión;34
5197;Venta de Baños;34
5198;Vertavillo;34
5199;Vid de Ojeda, La;34
5200;Villabasta de Valdavia;34
5201;Villacidaler;34
5202;Villaconancio;34
5203;Villada;34
5204;Villaeles de Valdavia;34
5205;Villahán;34
5206;Villaherreros;34
5207;Villalaco;34
5208;Villalba de Guardo;34
5209;Villalcázar de Sirga;34
5210;Villalcón;34
5211;Villalobón;34
5212;Villaluenga de la Vega;34
5213;Villamartín de Campos;34
5214;Villamediana;34
5215;Villameriel;34
5216;Villamoronta;34
5217;Villamuera de la Cueza;34
5218;Villamuriel de Cerrato;34
5219;Villanueva del Rebollar;34
5220;Villanuño de Valdavia;34
5221;Villaprovedo;34
5222;Villarmentero de Campos;34
5223;Villarrabé;34
5224;Villarramiel;34
5225;Villasarracino;34
5226;Villasila de Valdavia;34
5227;Villaturde;34
5228;Villaumbrales;34
5229;Villaviudas;34
5230;Villerías de Campos;34
5231;Villodre;34
5232;Villodrigo;34
5233;Villoldo;34
5234;Villota del Páramo;34
5235;Villovieco;34
5236;Agaete;35
5237;Agüimes;35
5238;Aldea de San Nicolás, La;35
5239;Antigua;35
5240;Arrecife;35
5241;Artenara;35
5242;Arucas;35
5243;Betancuria;35
5244;Firgas;35
5245;Gáldar;35
5246;Haría;35
5247;Ingenio;35
5248;Mogán;35
5250;Oliva, La;35
5251;Pájara;35
5252;Palmas de Gran Canaria, Las;35
5253;Puerto del Rosario;35
5254;San Bartolomé;35
5255;San Bartolomé de Tirajana;35
5256;Santa Brígida;35
5257;Santa Lucía de Tirajana;35
5258;Santa María de Guía de Gran Canaria;35
5259;Teguise;35
5260;Tejeda;35
5261;Telde;35
5262;Teror;35
5263;Tías;35
5264;Tinajo;35
5265;Tuineje;35
5266;Valleseco;35
5267;Valsequillo de Gran Canaria;35
5268;Vega de San Mateo;35
5269;Yaiza;35
5270;Agolada;36
5271;Arbo;36
5272;Baiona;36
5273;Barro;36
5274;Bueu;36
5275;Caldas de Reis;36
5276;Cambados;36
5277;Campo Lameiro;36
5278;Cangas;36
5279;Cañiza, A;36
5280;Catoira;36
5281;Cerdedo;36
5282;Cotobade;36
5283;Covelo;36
5284;Crecente;36
5285;Cuntis;36
5286;Dozón;36
5287;Estrada, A;36
5288;Forcarei;36
5289;Fornelos de Montes;36
5290;Gondomar;36
5291;Grove, O;36
5292;Guarda, A;36
5293;Illa de Arousa, A;36
5294;Lalín;36
5295;Lama, A;36
5296;Marín;36
5297;Meaño;36
5298;Meis;36
5299;Moaña;36
5300;Mondariz;36
5301;Mondariz-Balneario;36
5302;Moraña;36
5303;Mos;36
5304;Neves, As;36
5305;Nigrán;36
5306;Oia;36
5307;Pazos de Borbén;36
5308;Poio;36
5309;Ponte Caldelas;36
5310;Ponteareas;36
5311;Pontecesures;36
5312;Pontevedra;36
5313;Porriño, O;36
5314;Portas;36
5315;Redondela;36
5316;Ribadumia;36
5317;Rodeiro;36
5318;Rosal, O;36
5319;Salceda de Caselas;36
5320;Salvaterra de Miño;36
5321;Sanxenxo;36
5322;Silleda;36
5323;Soutomaior;36
5324;Tomiño;36
5325;Tui;36
5326;Valga;36
5327;Vigo;36
5328;Vila de Cruces;36
5329;Vilaboa;36
5330;Vilagarcía de Arousa;36
5331;Vilanova de Arousa;36
5332;Abusejo;37
5333;Agallas;37
5334;Ahigal de los Aceiteros;37
5335;Ahigal de Villarino;37
5336;Alameda de Gardón, La;37
5337;Alamedilla, La;37
5338;Alaraz;37
5339;Alba de Tormes;37
5340;Alba de Yeltes;37
5341;Alberca, La;37
5342;Alberguería de Argañán, La;37
5343;Alconada;37
5344;Aldea del Obispo;37
5345;Aldeacipreste;37
5346;Aldeadávila de la Ribera;37
5347;Aldealengua;37
5348;Aldeanueva de Figueroa;37
5349;Aldeanueva de la Sierra;37
5350;Aldearrodrigo;37
5351;Aldearrubia;37
5352;Aldeaseca de Alba;37
5353;Aldeaseca de la Frontera;37
5354;Aldeatejada;37
5355;Aldeavieja de Tormes;37
5356;Aldehuela de la Bóveda;37
5357;Aldehuela de Yeltes;37
5358;Almenara de Tormes;37
5359;Almendra;37
5360;Anaya de Alba;37
5361;Añover de Tormes;37
5362;Arabayona de Mógica;37
5363;Arapiles;37
5364;Arcediano;37
5365;Arco, El;37
5366;Armenteros;37
5367;Atalaya, La;37
5368;Babilafuente;37
5369;Bañobárez;37
5370;Barbadillo;37
5371;Barbalos;37
5372;Barceo;37
5373;Barruecopardo;37
5374;Bastida, La;37
5375;Béjar;37
5376;Beleña;37
5377;Bermellar;37
5378;Berrocal de Huebra;37
5379;Berrocal de Salvatierra;37
5380;Boada;37
5381;Bodón, El;37
5382;Bogajo;37
5383;Bouza, La;37
5384;Bóveda del Río Almar;37
5385;Brincones;37
5386;Buenamadre;37
5387;Buenavista;37
5388;Cabaco, El;37
5389;Cabeza de Béjar, La;37
5390;Cabeza del Caballo;37
5391;Cabezabellosa de la Calzada;37
5392;Cabrerizos;37
5393;Cabrillas;37
5394;Calvarrasa de Abajo;37
5395;Calvarrasa de Arriba;37
5396;Calzada de Béjar, La;37
5397;Calzada de Don Diego;37
5398;Calzada de Valdunciel;37
5399;Campillo de Azaba;37
5400;Campo de Peñaranda, El;37
5401;Candelario;37
5402;Canillas de Abajo;37
5403;Cantagallo;37
5404;Cantalapiedra;37
5405;Cantalpino;37
5406;Cantaracillo;37
5407;Carbajosa de la Sagrada;37
5408;Carpio de Azaba;37
5409;Carrascal de Barregas;37
5410;Carrascal del Obispo;37
5411;Casafranca;37
5412;Casas del Conde, Las;37
5413;Casillas de Flores;37
5414;Castellanos de Moriscos;37
5415;Castellanos de Villiquera;37
5416;Castillejo de Martín Viejo;37
5417;Castraz;37
5418;Cepeda;37
5419;Cereceda de la Sierra;37
5420;Cerezal de Peñahorcada;37
5421;Cerralbo;37
5422;Cerro, El;37
5423;Cespedosa de Tormes;37
5424;Chagarcía Medianero;37
5425;Cilleros de la Bastida;37
5426;Cipérez;37
5427;Ciudad Rodrigo;37
5428;Coca de Alba;37
5429;Colmenar de Montemayor;37
5430;Cordovilla;37
5431;Cristóbal;37
5432;Cubo de Don Sancho, El;37
5433;Dios le Guarde;37
5434;Doñinos de Ledesma;37
5435;Doñinos de Salamanca;37
5436;Ejeme;37
5437;Encina, La;37
5438;Encina de San Silvestre;37
5439;Encinas de Abajo;37
5440;Encinas de Arriba;37
5441;Encinasola de los Comendadores;37
5442;Endrinal;37
5443;Escurial de la Sierra;37
5444;Espadaña;37
5445;Espeja;37
5446;Espino de la Orbada;37
5447;Florida de Liébana;37
5448;Forfoleda;37
5449;Frades de la Sierra;37
5450;Fregeneda, La;37
5451;Fresnedoso;37
5452;Fresno Alhándiga;37
5453;Fuente de San Esteban, La;37
5454;Fuenteguinaldo;37
5455;Fuenteliante;37
5456;Fuenterroble de Salvatierra;37
5457;Fuentes de Béjar;37
5458;Fuentes de Oñoro;37
5459;Gajates;37
5460;Galindo y Perahuy;37
5461;Galinduste;37
5462;Galisancho;37
5463;Gallegos de Argañán;37
5464;Gallegos de Solmirón;37
5465;Garcibuey;37
5466;Garcihernández;37
5467;Garcirrey;37
5468;Gejuelo del Barro;37
5469;Golpejas;37
5470;Gomecello;37
5471;Guadramiro;37
5472;Guijo de Ávila;37
5473;Guijuelo;37
5474;Herguijuela de Ciudad Rodrigo;37
5475;Herguijuela de la Sierra;37
5476;Herguijuela del Campo;37
5477;Hinojosa de Duero;37
5478;Horcajo de Montemayor;37
5479;Horcajo Medianero;37
5480;Hoya, La;37
5481;Huerta;37
5482;Iruelos;37
5483;Ituero de Azaba;37
5484;Juzbado;37
5485;Lagunilla;37
5486;Larrodrigo;37
5487;Ledesma;37
5488;Ledrada;37
5489;Linares de Riofrío;37
5490;Lumbrales;37
5491;Machacón;37
5492;Macotera;37
5493;Madroñal;37
5494;Maíllo, El;37
5495;Malpartida;37
5496;Mancera de Abajo;37
5497;Manzano, El;37
5498;Martiago;37
5499;Martín de Yeltes;37
5500;Martinamor;37
5501;Masueco;37
5502;Mata de Ledesma, La;37
5503;Matilla de los Caños del Río;37
5504;Maya, La;37
5505;Membribe de la Sierra;37
5506;Mieza;37
5507;Milano, El;37
5508;Miranda de Azán;37
5509;Miranda del Castañar;37
5510;Mogarraz;37
5511;Molinillo;37
5512;Monforte de la Sierra;37
5513;Monleón;37
5514;Monleras;37
5515;Monsagro;37
5516;Montejo;37
5517;Montemayor del Río;37
5518;Monterrubio de Armuña;37
5519;Monterrubio de la Sierra;37
5520;Morasverdes;37
5521;Morille;37
5522;Moríñigo;37
5523;Moriscos;37
5524;Moronta;37
5525;Mozárbez;37
5526;Narros de Matalayegua;37
5527;Nava de Béjar;37
5528;Nava de Francia;37
5529;Nava de Sotrobal;37
5530;Navacarros;37
5531;Navales;37
5532;Navalmoral de Béjar;37
5533;Navamorales;37
5534;Navarredonda de la Rinconada;37
5535;Navasfrías;37
5536;Negrilla de Palencia;37
5537;Olmedo de Camaces;37
5538;Orbada, La;37
5539;Pajares de la Laguna;37
5540;Palacios del Arzobispo;37
5541;Palaciosrubios;37
5542;Palencia de Negrilla;37
5543;Parada de Arriba;37
5544;Parada de Rubiales;37
5545;Paradinas de San Juan;37
5546;Pastores;37
5547;Payo, El;37
5548;Pedraza de Alba;37
5549;Pedrosillo de Alba;37
5550;Pedrosillo de los Aires;37
5551;Pedrosillo el Ralo;37
5552;Pedroso de la Armuña, El;37
5553;Pelabravo;37
5554;Pelarrodríguez;37
5555;Pelayos;37
5556;Peña, La;37
5557;Peñacaballera;37
5558;Peñaparda;37
5559;Peñaranda de Bracamonte;37
5560;Peñarandilla;37
5561;Peralejos de Abajo;37
5562;Peralejos de Arriba;37
5563;Pereña de la Ribera;37
5564;Peromingo;37
5565;Pinedas;37
5566;Pino de Tormes, El;37
5567;Pitiegua;37
5568;Pizarral;37
5569;Poveda de las Cintas;37
5570;Pozos de Hinojo;37
5571;Puebla de Azaba;37
5572;Puebla de San Medel;37
5573;Puebla de Yeltes;37
5574;Puente del Congosto;37
5575;Puertas;37
5576;Puerto de Béjar;37
5577;Puerto Seguro;37
5578;Rágama;37
5579;Redonda, La;37
5580;Retortillo;37
5581;Rinconada de la Sierra, La;37
5582;Robleda;37
5583;Robliza de Cojos;37
5584;Rollán;37
5585;Saelices el Chico;37
5586;Sagrada, La;37
5587;Sahugo, El;37
5588;Salamanca;37
5589;Saldeana;37
5590;Salmoral;37
5591;Salvatierra de Tormes;37
5592;San Cristóbal de la Cuesta;37
5593;San Esteban de la Sierra;37
5594;San Felices de los Gallegos;37
5595;San Martín del Castañar;37
5596;San Miguel de Valero;37
5597;San Miguel del Robledo;37
5598;San Morales;37
5599;San Muñoz;37
5600;San Pedro de Rozados;37
5601;San Pedro del Valle;37
5602;San Pelayo de Guareña;37
5603;Sanchón de la Ribera;37
5604;Sanchón de la Sagrada;37
5605;Sanchotello;37
5607;Sando;37
5608;Santa María de Sando;37
5609;Santa Marta de Tormes;37
5610;Santiago de la Puebla;37
5611;Santibáñez de Béjar;37
5612;Santibáñez de la Sierra;37
5613;Santiz;37
5614;Santos, Los;37
5615;Sardón de los Frailes;37
5616;Saucelle;37
5617;Sepulcro-Hilario;37
5618;Sequeros;37
5619;Serradilla del Arroyo;37
5620;Serradilla del Llano;37
5621;Sierpe, La;37
5622;Sieteiglesias de Tormes;37
5623;Sobradillo;37
5624;Sorihuela;37
5625;Sotoserrano;37
5626;Tabera de Abajo;37
5627;Tala, La;37
5628;Tamames;37
5629;Tarazona de Guareña;37
5630;Tardáguila;37
5631;Tejado, El;37
5632;Tejeda y Segoyuela;37
5633;Tenebrón;37
5634;Terradillos;37
5635;Topas;37
5636;Tordillos;37
5637;Tornadizo, El;37
5638;Torresmenudas;37
5639;Trabanca;37
5640;Tremedal de Tormes;37
5641;Valdecarros;37
5642;Valdefuentes de Sangusín;37
5643;Valdehijaderos;37
5644;Valdelacasa;37
5645;Valdelageve;37
5646;Valdelosa;37
5647;Valdemierque;37
5648;Valderrodrigo;37
5649;Valdunciel;37
5650;Valero;37
5651;Vallejera de Riofrío;37
5652;Valsalabroso;37
5653;Valverde de Valdelacasa;37
5654;Valverdón;37
5655;Vecinos;37
5656;Vega de Tirados;37
5657;Veguillas, Las;37
5658;Vellés, La;37
5659;Ventosa del Río Almar;37
5660;Vídola, La;37
5661;Villaflores;37
5662;Villagonzalo de Tormes;37
5663;Villalba de los Llanos;37
5664;Villamayor;37
5665;Villanueva del Conde;37
5666;Villar de Argañán;37
5667;Villar de Ciervo;37
5668;Villar de Gallimazo;37
5669;Villar de la Yegua;37
5670;Villar de Peralonso;37
5671;Villar de Samaniego;37
5672;Villares de la Reina;37
5673;Villares de Yeltes;37
5674;Villarino de los Aires;37
5675;Villarmayor;37
5676;Villarmuerto;37
5677;Villasbuenas;37
5678;Villasdardo;37
5679;Villaseco de los Gamitos;37
5680;Villaseco de los Reyes;37
5681;Villasrubias;37
5682;Villaverde de Guareña;37
5683;Villavieja de Yeltes;37
5684;Villoria;37
5685;Villoruela;37
5686;Vilvestre;37
5687;Vitigudino;37
5688;Yecla de Yeltes;37
5689;Zamarra;37
5690;Zamayón;37
5691;Zarapicos;37
5692;Zarza de Pumareda, La;37
5693;Zorita de la Frontera;37
5694;Adeje;38
5695;Agulo;38
5696;Alajeró;38
5697;Arafo;38
5698;Arico;38
5699;Arona;38
5700;Barlovento;38
5701;Breña Alta;38
5702;Breña Baja;38
5703;Buenavista del Norte;38
5704;Candelaria;38
5705;Fasnia;38
5706;Frontera;38
5707;Fuencaliente de la Palma;38
5708;Garachico;38
5709;Garafía;38
5710;Granadilla de Abona;38
5711;Guancha, La;38
5712;Guía de Isora;38
5713;Güímar;38
5714;Hermigua;38
5715;Icod de los Vinos;38
5716;Llanos de Aridane, Los;38
5717;Matanza de Acentejo, La;38
5718;Orotava, La;38
5719;Paso, El;38
5720;Pinar de El Hierro, El;38
5721;Puerto de la Cruz;38
5722;Puntagorda;38
5723;Puntallana;38
5724;Realejos, Los;38
5725;Rosario, El;38
5726;San Andrés y Sauces;38
5727;San Cristóbal de La Laguna;38
5728;San Juan de la Rambla;38
5729;San Miguel de Abona;38
5730;San Sebastián de la Gomera;38
5731;Santa Cruz de la Palma;38
5732;Santa Cruz de Tenerife;38
5733;Santa Úrsula;38
5734;Santiago del Teide;38
5735;Sauzal, El;38
5736;Silos, Los;38
5737;Tacoronte;38
5738;Tanque, El;38
5739;Tazacorte;38
5740;Tegueste;38
5741;Tijarafe;38
5742;Valle Gran Rey;38
5743;Vallehermoso;38
5744;Valverde;38
5745;Victoria de Acentejo, La;38
5746;Vilaflor;38
5747;Villa de Mazo;38
5748;Alfoz de Lloredo;39
5749;Ampuero;39
5750;Anievas;39
5751;Arenas de Iguña;39
5752;Argoños;39
5753;Arnuero;39
5754;Arredondo;39
5755;Astillero, El;39
5756;Bárcena de Cicero;39
5757;Bárcena de Pie de Concha;39
5758;Bareyo;39
5759;Cabezón de la Sal;39
5760;Cabezón de Liébana;39
5761;Cabuérniga;39
5762;Camaleño;39
5763;Camargo;39
5764;Campoo de Enmedio;39
5765;Campoo de Yuso;39
5766;Cartes;39
5767;Castañeda;39
5768;Castro-Urdiales;39
5770;Cillorigo de Liébana;39
5771;Colindres;39
5772;Comillas;39
5773;Corrales de Buelna, Los;39
5774;Corvera de Toranzo;39
5775;Entrambasaguas;39
5776;Escalante;39
5777;Guriezo;39
5778;Hazas de Cesto;39
5779;Hermandad de Campoo de Suso;39
5780;Herrerías;39
5781;Lamasón;39
5782;Laredo;39
5783;Liendo;39
5784;Liérganes;39
5785;Limpias;39
5786;Luena;39
5787;Marina de Cudeyo;39
5788;Mazcuerras;39
5789;Medio Cudeyo;39
5790;Meruelo;39
5791;Miengo;39
5792;Miera;39
5793;Molledo;39
5794;Noja;39
5795;Penagos;39
5796;Peñarrubia;39
5797;Pesaguero;39
5798;Pesquera;39
5799;Piélagos;39
5800;Polaciones;39
5801;Polanco;39
5802;Potes;39
5803;Puente Viesgo;39
5804;Ramales de la Victoria;39
5805;Rasines;39
5806;Reinosa;39
5807;Reocín;39
5808;Ribamontán al Mar;39
5809;Ribamontán al Monte;39
5810;Rionansa;39
5811;Riotuerto;39
5812;Rozas de Valdearroyo, Las;39
5813;Ruente;39
5814;Ruesga;39
5815;Ruiloba;39
5816;San Felices de Buelna;39
5817;San Miguel de Aguayo;39
5818;San Pedro del Romeral;39
5819;San Roque de Riomiera;39
5820;San Vicente de la Barquera;39
5821;Santa Cruz de Bezana;39
5822;Santa María de Cayón;39
5823;Santander;39
5824;Santillana del Mar;39
5825;Santiurde de Reinosa;39
5826;Santiurde de Toranzo;39
5827;Santoña;39
5828;Saro;39
5829;Selaya;39
5830;Soba;39
5831;Solórzano;39
5832;Suances;39
5833;Tojos, Los;39
5834;Torrelavega;39
5835;Tresviso;39
5836;Tudanca;39
5837;Udías;39
5838;Val de San Vicente;39
5839;Valdáliga;39
5840;Valdeolea;39
5841;Valdeprado del Río;39
5842;Valderredible;39
5843;Valle de Villaverde;39
5844;Vega de Liébana;39
5845;Vega de Pas;39
5846;Villacarriedo;39
5847;Villaescusa;39
5848;Villafufre;39
5849;Voto;39
5850;Abades;40
5851;Adrada de Pirón;40
5852;Adrados;40
5853;Aguilafuente;40
5854;Alconada de Maderuelo;40
5855;Aldea Real;40
5856;Aldealcorvo;40
5857;Aldealengua de Pedraza;40
5858;Aldealengua de Santa María;40
5859;Aldeanueva de la Serrezuela;40
5860;Aldeanueva del Codonal;40
5861;Aldeasoña;40
5862;Aldehorno;40
5863;Aldehuela del Codonal;40
5864;Aldeonte;40
5865;Anaya;40
5866;Añe;40
5867;Arahuetes;40
5868;Arcones;40
5869;Arevalillo de Cega;40
5870;Armuña;40
5871;Ayllón;40
5872;Barbolla;40
5873;Basardilla;40
5874;Bercial;40
5875;Bercimuel;40
5876;Bernardos;40
5877;Bernuy de Porreros;40
5878;Boceguillas;40
5879;Brieva;40
5880;Caballar;40
5881;Cabañas de Polendos;40
5882;Cabezuela;40
5883;Calabazas de Fuentidueña;40
5884;Campo de San Pedro;40
5885;Cantalejo;40
5886;Cantimpalos;40
5887;Carbonero el Mayor;40
5888;Carrascal del Río;40
5889;Casla;40
5890;Castillejo de Mesleón;40
5891;Castro de Fuentidueña;40
5892;Castrojimeno;40
5893;Castroserna de Abajo;40
5894;Castroserracín;40
5895;Cedillo de la Torre;40
5896;Cerezo de Abajo;40
5897;Cerezo de Arriba;40
5898;Chañe;40
5899;Cilleruelo de San Mamés;40
5900;Cobos de Fuentidueña;40
5901;Coca;40
5902;Codorniz;40
5903;Collado Hermoso;40
5904;Condado de Castilnovo;40
5905;Corral de Ayllón;40
5906;Cozuelos de Fuentidueña;40
5907;Cubillo;40
5908;Cuéllar;40
5909;Cuevas de Provanco;40
5910;Domingo García;40
5911;Donhierro;40
5912;Duruelo;40
5913;Encinas;40
5914;Encinillas;40
5915;Escalona del Prado;40
5916;Escarabajosa de Cabezas;40
5917;Escobar de Polendos;40
5918;Espinar, El;40
5919;Espirdo;40
5920;Fresneda de Cuéllar;40
5921;Fresno de Cantespino;40
5922;Fresno de la Fuente;40
5923;Frumales;40
5924;Fuente de Santa Cruz;40
5925;Fuente el Olmo de Fuentidueña;40
5926;Fuente el Olmo de Íscar;40
5927;Fuentepelayo;40
5928;Fuentepiñel;40
5929;Fuenterrebollo;40
5930;Fuentesaúco de Fuentidueña;40
5931;Fuentesoto;40
5932;Fuentidueña;40
5933;Gallegos;40
5934;Garcillán;40
5935;Gomezserracín;40
5936;Grajera;40
5937;Honrubia de la Cuesta;40
5938;Hontalbilla;40
5939;Hontanares de Eresma;40
5940;Huertos, Los;40
5941;Ituero y Lama;40
5942;Juarros de Riomoros;40
5943;Juarros de Voltoya;40
5944;Labajos;40
5945;Laguna de Contreras;40
5946;Languilla;40
5947;Lastras de Cuéllar;40
5948;Lastras del Pozo;40
5949;Lastrilla, La;40
5950;Losa, La;40
5951;Maderuelo;40
5952;Marazoleja;40
5953;Marazuela;40
5954;Martín Miguel;40
5955;Martín Muñoz de la Dehesa;40
5956;Martín Muñoz de las Posadas;40
5957;Marugán;40
5958;Mata de Cuéllar;40
5959;Matabuena;40
5960;Matilla, La;40
5961;Melque de Cercos;40
5962;Membibre de la Hoz;40
5963;Migueláñez;40
5964;Montejo de Arévalo;40
5965;Montejo de la Vega de la Serrezuela;40
5966;Monterrubio;40
5967;Moral de Hornuez;40
5968;Mozoncillo;40
5969;Muñopedro;40
5970;Muñoveros;40
5971;Nava de la Asunción;40
5972;Navafría;40
5973;Navalilla;40
5974;Navalmanzano;40
5975;Navares de Ayuso;40
5976;Navares de Enmedio;40
5977;Navares de las Cuevas;40
5978;Navas de Oro;40
5979;Navas de Riofrío;40
5980;Navas de San Antonio;40
5981;Nieva;40
5982;Olombrada;40
5983;Orejana;40
5984;Ortigosa de Pestaño;40
5985;Ortigosa del Monte;40
5986;Otero de Herreros;40
5987;Pajarejos;40
5988;Palazuelos de Eresma;40
5989;Pedraza;40
5990;Pelayos del Arroyo;40
5991;Perosillo;40
5992;Pinarejos;40
5993;Pinarnegrillo;40
5994;Pradales;40
5995;Prádena;40
5996;Puebla de Pedraza;40
5997;Rapariegos;40
5998;Real Sitio de San Ildefonso;40
5999;Rebollo;40
6000;Remondo;40
6001;Riaguas de San Bartolomé;40
6002;Riaza;40
6003;Ribota;40
6004;Riofrío de Riaza;40
6005;Roda de Eresma;40
6006;Sacramenia;40
6007;Samboal;40
6008;San Cristóbal de Cuéllar;40
6009;San Cristóbal de la Vega;40
6010;San Cristóbal de Segovia;40
6011;San Martín y Mudrián;40
6012;San Miguel de Bernuy;40
6013;San Pedro de Gaíllos;40
6014;Sanchonuño;40
6015;Sangarcía;40
6016;Santa María la Real de Nieva;40
6017;Santa Marta del Cerro;40
6018;Santiuste de Pedraza;40
6019;Santiuste de San Juan Bautista;40
6020;Santo Domingo de Pirón;40
6021;Santo Tomé del Puerto;40
6022;Sauquillo de Cabezas;40
6023;Sebúlcor;40
6024;Segovia;40
6025;Sepúlveda;40
6026;Sequera de Fresno;40
6027;Sotillo;40
6028;Sotosalbos;40
6029;Tabanera la Luenga;40
6030;Tolocirio;40
6031;Torre Val de San Pedro;40
6032;Torreadrada;40
6033;Torrecaballeros;40
6034;Torrecilla del Pinar;40
6035;Torreiglesias;40
6036;Trescasas;40
6037;Turégano;40
6038;Urueñas;40
6039;Valdeprados;40
6040;Valdevacas de Montejo;40
6041;Valdevacas y Guijar;40
6042;Valle de Tabladillo;40
6043;Vallelado;40
6044;Valleruela de Pedraza;40
6045;Valleruela de Sepúlveda;40
6046;Valseca;40
6047;Valtiendas;40
6048;Valverde del Majano;40
6049;Veganzones;40
6050;Vegas de Matute;40
6051;Ventosilla y Tejadilla;40
6052;Villacastín;40
6053;Villaverde de Íscar;40
6054;Villaverde de Montejo;40
6055;Villeguillo;40
6056;Yanguas de Eresma;40
6057;Zarzuela del Monte;40
6058;Zarzuela del Pinar;40
6059;Aguadulce;41
6060;Alanís;41
6061;Albaida del Aljarafe;41
6062;Alcalá de Guadaíra;41
6063;Alcalá del Río;41
6064;Alcolea del Río;41
6065;Algaba, La;41
6066;Algámitas;41
6067;Almadén de la Plata;41
6068;Almensilla;41
6069;Arahal;41
6070;Aznalcázar;41
6071;Aznalcóllar;41
6072;Badolatosa;41
6073;Benacazón;41
6074;Bollullos de la Mitación;41
6075;Bormujos;41
6076;Brenes;41
6077;Burguillos;41
6078;Cabezas de San Juan, Las;41
6079;Camas;41
6080;Campana, La;41
6081;Cantillana;41
6082;Cañada Rosal;41
6083;Carmona;41
6084;Carrión de los Céspedes;41
6085;Casariche;41
6086;Castilblanco de los Arroyos;41
6087;Castilleja de Guzmán;41
6088;Castilleja de la Cuesta;41
6089;Castilleja del Campo;41
6090;Castillo de las Guardas, El;41
6091;Cazalla de la Sierra;41
6092;Constantina;41
6093;Coria del Río;41
6094;Coripe;41
6095;Coronil, El;41
6096;Corrales, Los;41
6097;Cuervo de Sevilla, El;41
6098;Dos Hermanas;41
6099;Écija;41
6100;Espartinas;41
6101;Estepa;41
6102;Fuentes de Andalucía;41
